state,county,childtype,text,code,id,latitude,longitude,subregiontype,count,id2,name,url,latitude3,longitude4,zindex,currency
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268310,Mission Valley,http://www.zillow.com/local-info/CA-Fremont/Mission-Valley/r_268310/,37.54606,-121.934269,1196500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274184,Kimber-Gomes,http://www.zillow.com/local-info/CA-Fremont/Kimber--Gomes/r_274184/,37.553659,-121.941119,1225700,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268035,Bushrod,http://www.zillow.com/local-info/CA-Oakland/Bushrod/r_268035/,37.843051,-122.265831,678500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268405,Piedmont Avenue,http://www.zillow.com/local-info/CA-Oakland/Piedmont-Avenue/r_268405/,37.827536,-122.251076,603600,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268395,Parkmont,http://www.zillow.com/local-info/CA-Fremont/Parkmont/r_268395/,37.564482,-121.982354,726100,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276428,Longwood-Winton Grove,http://www.zillow.com/local-info/CA-Hayward/Longwood--Winton-Grove/r_276428/,37.660556,-122.109782,421200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275481,Southgate,http://www.zillow.com/local-info/CA-Hayward/Southgate/r_275481/,37.643829,-122.097364,454400,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268541,Upper Dimond,http://www.zillow.com/local-info/CA-Oakland/Upper-Dimond/r_268541/,37.801917,-122.205539,607600,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275937,Webster,http://www.zillow.com/local-info/CA-Oakland/Webster/r_275937/,37.754395,-122.172228,228500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274618,Mt Eden,http://www.zillow.com/local-info/CA-Hayward/Mt-Eden/r_274618/,37.64287,-122.110019,485700,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268544,Upper Rockridge,http://www.zillow.com/local-info/CA-Oakland/Upper-Rockridge/r_268544/,37.841382,-122.233888,1241000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268279,Maxwell Park,http://www.zillow.com/local-info/CA-Oakland/Maxwell-Park/r_268279/,37.77974,-122.195558,471200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275886,Vineyards-Avalon,http://www.zillow.com/local-info/CA-Fremont/Vineyards--Avalon/r_275886/,37.48946,-121.895457,1798800,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275543,St. Elizabeth,http://www.zillow.com/local-info/CA-Oakland/St.-Elizabeth/r_275543/,37.77836,-122.219355,318400,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276530,Meadow Brook,http://www.zillow.com/local-info/CA-Oakland/Meadow-Brook/r_276530/,37.788855,-122.227886,315500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273232,Cherry-Guardino,http://www.zillow.com/local-info/CA-Fremont/Cherry--Guardino/r_273232/,37.563748,-121.96817,488300,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273951,Hayward Highland,http://www.zillow.com/local-info/CA-Hayward/Hayward-Highland/r_273951/,37.655964,-122.042037,667800,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,272806,Arroyo Viejo,http://www.zillow.com/local-info/CA-Oakland/Arroyo-Viejo/r_272806/,37.760774,-122.17871,231900,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273836,Glenview,http://www.zillow.com/local-info/CA-Oakland/Glenview/r_273836/,37.80626,-122.223635,722700,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268416,Prescott,http://www.zillow.com/local-info/CA-Oakland/Prescott/r_268416/,37.81206,-122.296882,413200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274853,Oakland Ave-Harrison St,http://www.zillow.com/local-info/CA-Oakland/Oakland-Ave--Harrison-St/r_274853/,37.818422,-122.258283,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268426,Rancho San Antonio,http://www.zillow.com/local-info/CA-Oakland/Rancho-San-Antonio/r_268426/,37.788774,-122.239551,317100,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273788,Fremont,http://www.zillow.com/local-info/CA-Oakland/Fremont/r_273788/,37.774418,-122.209547,309100,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268464,Seminary,http://www.zillow.com/local-info/CA-Oakland/Seminary/r_268464/,37.767905,-122.196354,262500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268264,Longfellow,http://www.zillow.com/local-info/CA-Oakland/Longfellow/r_268264/,37.83079,-122.272776,520200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273863,Grand Lake,http://www.zillow.com/local-info/CA-Oakland/Grand-Lake/r_273863/,37.816896,-122.249759,402000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276062,Whitman-Mocine,http://www.zillow.com/local-info/CA-Hayward/Whitman--Mocine/r_276062/,37.642399,-122.069497,442800,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268579,Weibel,http://www.zillow.com/local-info/CA-Fremont/Weibel/r_268579/,37.505485,-121.929574,1318200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275827,Upper B Street,http://www.zillow.com/local-info/CA-Hayward/Upper-B-Street/r_275827/,37.67954,-122.068096,427200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273092,Burbank,http://www.zillow.com/local-info/CA-Hayward/Burbank/r_273092/,37.665543,-122.091796,413800,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268248,Lakes and Birds,http://www.zillow.com/local-info/CA-Fremont/Lakes-and-Birds/r_268248/,37.582487,-122.057096,685800,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274247,Lakeshore,http://www.zillow.com/local-info/CA-Oakland/Lakeshore/r_274247/,37.814529,-122.239143,956500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274501,Merritt,http://www.zillow.com/local-info/CA-Oakland/Merritt/r_274501/,37.796912,-122.254473,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,272751,Allendale,http://www.zillow.com/local-info/CA-Oakland/Allendale/r_272751/,37.787351,-122.20308,336500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268363,Oak Tree,http://www.zillow.com/local-info/CA-Oakland/Oak-Tree/r_268363/,37.781947,-122.230389,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268301,Millsmont,http://www.zillow.com/local-info/CA-Oakland/Millsmont/r_268301/,37.775114,-122.174012,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274057,Hoover-Foster,http://www.zillow.com/local-info/CA-Oakland/Hoover--Foster/r_274057/,37.819763,-122.273444,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268130,Eastmont Hills,http://www.zillow.com/local-info/CA-Oakland/Eastmont-Hills/r_268130/,37.769558,-122.162786,420500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268209,Highland Terrace,http://www.zillow.com/local-info/CA-Oakland/Highland-Terrace/r_268209/,37.791934,-122.234043,341900,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268358,Oak Center,http://www.zillow.com/local-info/CA-Oakland/Oak-Center/r_268358/,37.809501,-122.284726,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276365,Harrington,http://www.zillow.com/local-info/CA-Oakland/Harrington/r_276365/,37.783526,-122.213278,304900,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275331,Sequoyah,http://www.zillow.com/local-info/CA-Oakland/Sequoyah/r_275331/,37.764415,-122.138585,630000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268062,Chabot Park,http://www.zillow.com/local-info/CA-Oakland/Chabot-Park/r_268062/,37.742834,-122.132235,616600,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268041,Cameron Hills,http://www.zillow.com/local-info/CA-Fremont/Cameron-Hills/r_268041/,37.523746,-121.93905,1334500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274577,Montclair,http://www.zillow.com/local-info/CA-Oakland/Montclair/r_274577/,37.829055,-122.210421,926200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275678,Temescal,http://www.zillow.com/local-info/CA-Oakland/Temescal/r_275678/,37.832532,-122.259819,685900,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268153,Fairview Park,http://www.zillow.com/local-info/CA-Oakland/Fairview-Park/r_268153/,37.847508,-122.257011,902800,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268223,Iveywood,http://www.zillow.com/local-info/CA-Oakland/Iveywood/r_268223/,37.743853,-122.163745,246700,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268129,Eastmont,http://www.zillow.com/local-info/CA-Oakland/Eastmont/r_268129/,37.764602,-122.170184,240000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276398,Jefferson,http://www.zillow.com/local-info/CA-Oakland/Jefferson/r_276398/,37.780542,-122.210423,308200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268348,North Stonehurst,http://www.zillow.com/local-info/CA-Oakland/North-Stonehurst/r_268348/,37.737951,-122.171608,253600,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276558,Shafter,http://www.zillow.com/local-info/CA-Oakland/Shafter/r_276558/,37.83975,-122.258396,893200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268224,Ivy Hill,http://www.zillow.com/local-info/CA-Oakland/Ivy-Hill/r_268224/,37.800033,-122.244149,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268442,Rockridge,http://www.zillow.com/local-info/CA-Oakland/Rockridge/r_268442/,37.844163,-122.249834,1052800,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273301,Coliseum,http://www.zillow.com/local-info/CA-Oakland/Coliseum/r_273301/,37.757408,-122.193734,218300,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268052,Castlemont,http://www.zillow.com/local-info/CA-Oakland/Castlemont/r_268052/,37.754909,-122.164557,266000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275773,Trestle Glen,http://www.zillow.com/local-info/CA-Oakland/Trestle-Glen/r_275773/,37.808452,-122.234053,983100,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273389,Cox,http://www.zillow.com/local-info/CA-Oakland/Cox/r_273389/,37.748562,-122.167787,238100,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268115,Downtown,http://www.zillow.com/local-info/CA-Oakland/Downtown/r_268115/,37.806746,-122.269694,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268032,Brookfield Village,http://www.zillow.com/local-info/CA-Oakland/Brookfield-Village/r_268032/,37.734264,-122.187262,231100,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268169,Frick,http://www.zillow.com/local-info/CA-Oakland/Frick/r_268169/,37.773638,-122.183972,364900,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274711,North Hayward,http://www.zillow.com/local-info/CA-Hayward/North-Hayward/r_274711/,37.68055,-122.089689,368300,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268289,Merriwood,http://www.zillow.com/local-info/CA-Oakland/Merriwood/r_268289/,37.847884,-122.213215,853400,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276414,Lakewide,http://www.zillow.com/local-info/CA-Oakland/Lakewide/r_276414/,37.80428,-122.26473,433100,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268478,Sobrante Park,http://www.zillow.com/local-info/CA-Oakland/Sobrante-Park/r_268478/,37.730373,-122.177272,247000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,272706,28 Palms,http://www.zillow.com/local-info/CA-Fremont/28-Palms/r_272706/,37.5295,-121.992815,615600,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268456,Santa Fe,http://www.zillow.com/local-info/CA-Oakland/Santa-Fe/r_268456/,37.842128,-122.273305,560500,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,416970,Don Edwards National Wildlife Refuge,http://www.zillow.com/local-info/CA-Fremont/Don-Edwards-National-Wildlife-Refuge/r_416970/,37.51597,-122.040969,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268406,Piedmont Pines,http://www.zillow.com/local-info/CA-Oakland/Piedmont-Pines/r_268406/,37.821846,-122.195888,915000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268046,Canyon Heights,http://www.zillow.com/local-info/CA-Fremont/Canyon-Heights/r_268046/,37.581931,-121.948273,792600,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274277,Las Palmas,http://www.zillow.com/local-info/CA-Oakland/Las-Palmas/r_274277/,37.744136,-122.154883,280400,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,276620,Upper Peralta Creek,http://www.zillow.com/local-info/CA-Oakland/Upper-Peralta-Creek/r_276620/,37.792786,-122.210224,398900,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268282,McClymonds,http://www.zillow.com/local-info/CA-Oakland/McClymonds/r_268282/,37.817808,-122.281844,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273100,Caballo Hills,http://www.zillow.com/local-info/CA-Oakland/Caballo-Hills/r_273100/,37.784649,-122.159004,719300,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,114292,Chinatown,http://www.zillow.com/local-info/CA-Oakland/Chinatown/r_114292/,37.798922,-122.269554,360700,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273988,Highland,http://www.zillow.com/local-info/CA-Oakland/Highland/r_273988/,37.748595,-122.179342,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268423,Ralph Bunche,http://www.zillow.com/local-info/CA-Oakland/Ralph-Bunche/r_268423/,37.813363,-122.282012,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268121,Durant Manor,http://www.zillow.com/local-info/CA-Oakland/Durant-Manor/r_268121/,37.738619,-122.160706,337000,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268325,Mosswood,http://www.zillow.com/local-info/CA-Oakland/Mosswood/r_268325/,37.825868,-122.262797,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268523,Toler Heights,http://www.zillow.com/local-info/CA-Oakland/Toler-Heights/r_268523/,37.754222,-122.157111,373300,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268397,Patten,http://www.zillow.com/local-info/CA-Oakland/Patten/r_268397/,37.788281,-122.218778,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,343604,Produce & Waterfront,http://www.zillow.com/local-info/CA-Oakland/Produce-&-Waterfront/r_343604/,37.794061,-122.272153,491900,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268532,Tuxedo,http://www.zillow.com/local-info/CA-Oakland/Tuxedo/r_268532/,37.797068,-122.230421,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268365,Oakmore,http://www.zillow.com/local-info/CA-Oakland/Oakmore/r_268365/,37.814021,-122.206356,870200,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275292,San Pablo Gateway,http://www.zillow.com/local-info/CA-Oakland/San-Pablo-Gateway/r_275292/,37.809125,-122.274326,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268077,Clawson,http://www.zillow.com/local-info/CA-Oakland/Clawson/r_268077/,37.823914,-122.285271,460700,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268407,Pill Hill,http://www.zillow.com/local-info/CA-Oakland/Pill-Hill/r_268407/,37.819967,-122.265346,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268457,Sausal Creek,http://www.zillow.com/local-info/CA-Oakland/Sausal-Creek/r_268457/,37.791274,-122.221023,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,272863,Bartlett,http://www.zillow.com/local-info/CA-Oakland/Bartlett/r_272863/,37.789421,-122.209475,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,343603,Wentworth Holland,http://www.zillow.com/local-info/CA-Oakland/Wentworth-Holland/r_343603/,37.769872,-122.201449,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273665,Fairfax,http://www.zillow.com/local-info/CA-Oakland/Fairfax/r_273665/,37.777574,-122.201152,352600,USD
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,275009,Peralta Hacienda,http://www.zillow.com/local-info/CA-Oakland/Peralta-Hacienda/r_275009/,37.786073,-122.21767,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,273947,Hawthorne,http://www.zillow.com/local-info/CA-Oakland/Hawthorne/r_273947/,37.77967,-122.230004,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,274554,Mission Hills,http://www.zillow.com/local-info/CA-Fremont/Mission-Hills/r_274554/,37.527486,-121.900805,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,272723,Acorn,http://www.zillow.com/local-info/CA-Oakland/Acorn/r_272723/,37.804512,-122.28676,,
ca,Alameda,neighborhood,Request successfully processed,0,1510,37.68025,-121.899647,neighborhood,182,268389,Panoramic Hill,http://www.zillow.com/local-info/CA-Oakland/Panoramic-Hill/r_268389/,37.872359,-122.231127,,
